classification,Category,Bulgarian,Pronunciation,English,Grammar_Notes,Unnamed: 6,Unnamed: 7,Unnamed: 8
Bulgarian_Phrases,Shopping and Dining,Това е подарък.,To-va e po-da-rÅ­k.,This is a gift.,nan,nan,nan,nan
Bulgarian_Phrases,Shopping and Dining,Благодаря само това.,"Bla-go-da-rya, sa-mo to-va.","Thank you, just this.",nan,nan,nan,nan
Bulgarian_Phrases,Social & Small Talk,Откъде си?,Ot ka-de si?,Where are you from? (inf.),nan,nan,nan,nan
Bulgarian_Phrases,Social & Small Talk,Аз съм от Англия.,Az sam ot Ang-li-ya.,I am from England.,nan,nan,nan,nan
Bulgarian_Phrases,Social & Small Talk,Кой е любимият ти филм?,Ko-ya e tvo-yat lyu-bim film?,What is your favorite movie?,nan,nan,nan,nan
Bulgarian_Phrases,Social & Small Talk,Какво правиш?,Kak-vo pra-vish?,What are you doing? (inf.),nan,nan,nan,nan
Bulgarian_Phrases,Social & Small Talk,Хубав ден е.,Hoo-bav den.,It's a nice day.,nan,nan,nan,nan
Bulgarian_Phrases,Social & Small Talk,Студено е.,Stoo-de-no e.,It's cold.,nan,nan,nan,nan
Bulgarian_Phrases,Social & Small Talk,Топло е.,Top-lo e.,It's warm.,nan,nan,nan,nan
Bulgarian_Phrases,Social & Small Talk,Честит рожден ден!,Che-stit rozh-den den!,Happy birthday!,nan,nan,nan,nan
Bulgarian_Phrases,Social & Small Talk,Поздравления!,Che-sti-to!,Congratulations!,nan,nan,nan,nan
Bulgarian_Phrases,Social & Small Talk,Какво е това?,Kak-vo e to-va?,What is this?,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Колко е часът?,Kol-ko e chas-at?,What time is it?,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Какъв ден е днес?,Koy den e dnes?,What day is it today?,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Днес,Dnes,Today,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Утре,Oo-tre,Tomorrow,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Вчера,Vche-ra,Yesterday,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Сутринта,Soo-trin-ta,In the morning,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Следобед,Sled-o-bed,In the afternoon,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Вечерта,Ve-cher,In the evening,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Понеделник,Po-ne-del-nik,Monday,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Юли,Yoo-li,July,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Лято,Lya-to,Summer,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Колко е часът сега?,Se-ga e kol-ko cha-sa?,What time is it now?,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Колко часа започва?,V kol-ko cha-sa za-poch-va?,What time does it start?,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Колко часа свършва?,V kol-ko cha-sa svÅ­r-shva?,What time does it end?,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Имам среща в 3 часа.,I-mam sresh-ta v tri cha-sa.,I have a meeting at 3 o'clock.,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Колко дни ще останете?,Kol-ko dni shte o-sta-ne-te?,How many days will you stay?,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Ще се върна утре.,Shte se vÅ­r-na oo-tre.,I will return tomorrow.,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,До скоро.,Shte se vi-dim po-kÅ­s-no.,See you later.,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Винаги закъснявам.,Vi-na-gi za-kÅ­s-nya-vam.,I'm always late.,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Никога не е навреме.,Ni-ko-ga ne e na-vre-me.,It's never on time.,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Понякога е трудно.,Po-nyak-o-ga e trud-no.,Sometimes it's hard.,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Често отивам там.,Ches-to kho-dya tam.,I often go there.,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Рядко го правя.,Ryad-ko go pra-vya.,I rarely do it.,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Веднъж седмично.,Ved-nÅ­zh sed-mi-chno.,Once a week.,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Два пъти на ден.,Dva pÅ­-ti na den.,Twice a day.,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Всеки ден.,Vse-ki den.,Every day.,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Всеки понеделник.,Vse-ki po-ne-del-nik.,Every Monday.,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,От понеделник до петък.,Ot po-ne-del-nik do pet-Å­k.,From Monday to Friday.,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,През уикенда.,Prez wee-ken-da.,On the weekend.,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Каква дата е днес?,Kak-va e da-ta-ta dnes?,What's the date today?,nan,nan,nan,nan
Bulgarian_Phrases,Time & Dates,Рожденият ми ден е през май.,Mo-yat rozh-den den e prez mai.,My birthday is in May.,nan,nan,nan,nan
Bulgarian_reference,Adjectives,нов,nov,new,Masculine,nan,nan,nan
Bulgarian_reference,Adjectives,нов,nova,new,Feminine,nan,nan,nan
Bulgarian_reference,Adjectives,нов,novo,new,Neuter,nan,nan,nan
Bulgarian_reference,Adjectives,стар,star,old,Masculine,nan,nan,nan
Bulgarian_reference,Adjectives,стар,stara,old,Feminine,nan,nan,nan
Bulgarian_reference,Adjectives,стар,star,old,Neuter,nan,nan,nan
Bulgarian_reference,Adjectives,голям,golyam,big (masculine),-,nan,nan,nan
Bulgarian_reference,Adjectives,голяма,golyama,big (feminine),Adjectives agree in gender.,nan,nan,nan
Bulgarian_reference,Adjectives,голямо,golyamo,big (neuter),-,nan,nan,nan
Bulgarian_reference,Adjectives,малък,malÅ­k,small (masculine),-,nan,nan,nan
Bulgarian_reference,Adjectives,малка,malka,small (feminine),-,nan,nan,nan
Bulgarian_reference,Adjectives,малко,malko,small (neuter),-,nan,nan,nan
Bulgarian_reference,Adjectives,добър,dobÅ­r,good (masculine),-,nan,nan,nan
Bulgarian_reference,Adjectives,добра,dobra,good (feminine),-,nan,nan,nan
Bulgarian_reference,Adjectives,добро,dobro,good (neuter),-,nan,nan,nan
Bulgarian_reference,Adverb,бързо,bÅ­rzo,quickly,-,nan,nan,nan
Bulgarian_reference,Adverb,бавно,bavno,slowly,-,nan,nan,nan
Bulgarian_reference,Adverb,добре,dobre,well,-,nan,nan,nan
Bulgarian_reference,Adverb,зле,zle,badly,-,nan,nan,nan
Bulgarian_reference,Adverb,лесно,lesno,easily,-,nan,nan,nan
Bulgarian_reference,Adverb,трудно,trudno,difficultly,-,nan,nan,nan
Bulgarian_reference,Adverb,често,chesto,often,-,nan,nan,nan
Bulgarian_reference,Adverb,рядко,ryadko,rarely,-,nan,nan,nan
Bulgarian_reference,Adverb,винаги,vinagi,always,-,nan,nan,nan
Bulgarian_reference,Adverb,никога,nikoga,never,-,nan,nan,nan
Bulgarian_reference,Adverb,тук,tuk,here,-,nan,nan,nan
Bulgarian_reference,Adverb,там,tam,there,-,nan,nan,nan
Bulgarian_reference,Alphabet,а,“a” as in car,a,"Like ""a"" in ""father""",nan,nan,nan
Bulgarian_reference,Alphabet,б,“b” as in boy,b,"Like ""b"" in ""bed""",nan,nan,nan
Bulgarian_reference,Alphabet,в,“v” as in van,v,"Like ""v"" in ""victory""",nan,nan,nan
Bulgarian_reference,Alphabet,г,“g” as in go,g,"Like ""g"" in ""go""",nan,nan,nan
Bulgarian_reference,Alphabet,д,“d” as in dog,d,"Like ""d"" in ""dog""",nan,nan,nan
Bulgarian_reference,Alphabet,е,“e” as in bet,e,"Like ""e"" in ""met""",nan,nan,nan
Bulgarian_reference,Alphabet,ж,“zh” as in measure,zh,"Like ""s"" in ""pleasure""",nan,nan,nan
Bulgarian_reference,Alphabet,з,“z” as in zoo,z,"Like ""z"" in ""zoo""",nan,nan,nan
Bulgarian_reference,Alphabet,и,“ee” as in see,i,"Like ""i"" in ""machine""",nan,nan,nan
Bulgarian_reference,Alphabet,й,“y” as in yes,y,"Like ""y"" in ""boy""",nan,nan,nan
Bulgarian_reference,Alphabet,к,“k” as in kite,k,"Like ""k"" in ""kite""",nan,nan,nan
Bulgarian_reference,Alphabet,л,“l” as in love,l,"Like ""l"" in ""love""",nan,nan,nan
Bulgarian_reference,Alphabet,м,“m” as in man,m,"Like ""m"" in ""mother""",nan,nan,nan
Bulgarian_reference,Alphabet,н,“n” as in no,n,"Like ""n"" in ""no""",nan,nan,nan
Bulgarian_reference,Alphabet,о,“o” as in more,o,"Like ""o"" in ""more""",nan,nan,nan
Bulgarian_reference,Alphabet,п,“p” as in pen,p,"Like ""p"" in ""pet""",nan,nan,nan
Bulgarian_reference,Alphabet,р,Rolled “r”,r,"Rolled ""r"" as in Spanish ""pero""",nan,nan,nan
Bulgarian_reference,Alphabet,с,“s” as in sun,s,"Like ""s"" in ""sun""",nan,nan,nan
Bulgarian_reference,Alphabet,т,“t” as in top,t,"Like ""t"" in ""top""",nan,nan,nan
Bulgarian_reference,Alphabet,у,“oo” as in food,u,"Like ""oo"" in ""boot""",nan,nan,nan
Bulgarian_reference,Alphabet,ф,“f” as in fun,f,"Like ""f"" in ""face""",nan,nan,nan
Bulgarian_reference,Alphabet,х,“kh” like German Bach,h,"Like ""ch"" in Scottish ""loch""",nan,nan,nan
Bulgarian_reference,Alphabet,ц,“ts” as in cats,ts,"Like ""ts"" in ""cats""",nan,nan,nan
Bulgarian_reference,Alphabet,ч,“ch” as in church,ch,"Like ""ch"" in ""chat""",nan,nan,nan
Bulgarian_reference,Alphabet,ш,“sh” as in shoe,sh,"Like ""sh"" in ""ship""",nan,nan,nan
Bulgarian_reference,Alphabet,щ,“sht” (Sofia) or “shtch” (older),sht,"Like ""sht"" in ""freshly pressed""",nan,nan,nan
Bulgarian_reference,Alphabet,ъ,Hard “u” like cut,ou,u,"Like ""u"" in ""but"" or ""turn""",nan,nan
Bulgarian_reference,Alphabet,ь,Soft sign (rare),soft sign,Soft sign (no sound) ер малък (yer malŭk),palatalizes preceding consonant),nan,nan
Bulgarian_reference,Alphabet,ю,“yu” as in you,yu,"Like ""u"" in ""use"" or ""yoo""",nan,nan,nan
Bulgarian_reference,Alphabet,я,“ya” as in yard,ya,"Like ""ya"" in ""yard""",nan,nan,nan
Bulgarian_reference,Animals,куче,kuche,dog,-,nan,nan,nan
Bulgarian_reference,Animals,котка,kotka,cat,-,nan,nan,nan
Bulgarian_reference,Animals,кон,kon,horse,-,nan,nan,nan
Bulgarian_reference,Animals,крава,krava,cow,-,nan,nan,nan
Bulgarian_reference,Animals,птица,ptitsa,bird,-,nan,nan,nan
Bulgarian_reference,Animals,риба,riba,fish,-,nan,nan,nan
Bulgarian_reference,Animals,мечка,mechka,bear,-,nan,nan,nan
Bulgarian_reference,Animals,вълк,vÅ­lk,wolf,-,nan,nan,nan
Bulgarian_reference,Animals,лисица,lisitsa,fox,-,nan,nan,nan
Bulgarian_reference,Animals,заек,zaek,rabbit,-,nan,nan,nan
Bulgarian_reference,Animals,слон,slon,elephant,-,nan,nan,nan
Bulgarian_reference,Animals,лъв,lÅ­v,lion,-,nan,nan,nan
Bulgarian_reference,Animals,тигър,tigÅ­r,tiger,-,nan,nan,nan
Bulgarian_reference,Animals,маймуна,maymuna,monkey,-,nan,nan,nan
Bulgarian_reference,Animals,змия,zmiya,snake,-,nan,nan,nan
Bulgarian_reference,Articles,моливът,molivÅ­t,the pencil,Definite article masc,nan,nan,nan
Bulgarian_reference,Articles,книгата,knigata,the book,Definite article fem,nan,nan,nan
Bulgarian_reference,Articles,детето,deteto,the child,Definite article neut,nan,nan,nan
Bulgarian_reference,Articles,един/една/едно,edin,a/one,Indefinite article masc,nan,nan,nan
Bulgarian_reference,Articles,един/една/едно,edna,a/one,Indefinite article fem,nan,nan,nan
Bulgarian_reference,Articles,един/една/едно,edno,a/one,Indefinite article neut,nan,nan,nan
Bulgarian_reference,Articles,моливът,molivÅ­t,the pencil,Definite article for masculine nouns (subject).,nan,nan,nan
Bulgarian_reference,Articles,книгата,knigata,the book,Definite article for feminine nouns.,nan,nan,nan
Bulgarian_reference,Articles,детето,deteto,the child,Definite article for neuter nouns.,nan,nan,nan
Bulgarian_reference,Articles,един/една/едно,edin,a/one,Indefinite article for masculine.,nan,nan,nan
Bulgarian_reference,Articles,един/една/едно,edna,a/one,Indefinite article for feminine.,nan,nan,nan
Bulgarian_reference,Articles,един/една/едно,edno,a/one,Indefinite article for neuter.,nan,nan,nan
Bulgarian_reference,Body Part,глава,glava,head,Feminine noun,nan,nan,nan
Bulgarian_reference,Body Part,ръка,rÅ­ka,arm/hand,Feminine noun,nan,nan,nan
Bulgarian_reference,Body Part,крак,krak,leg/foot,Masculine noun,nan,nan,nan
Bulgarian_reference,Body Part,око,oko,eye,Neuter noun,nan,nan,nan
Bulgarian_reference,Body Part,ухо,uho,ear,Neuter noun,nan,nan,nan
Bulgarian_reference,Body Part,нос,nos,nose,Masculine noun,nan,nan,nan
Bulgarian_reference,Body Part,уста,usta,mouth,Feminine noun,nan,nan,nan
Bulgarian_reference,Body Part,зъб,zÅ­b,tooth,Masculine noun,nan,nan,nan
Bulgarian_reference,Body Part,коса,kosa,hair,Feminine noun,nan,nan,nan
Bulgarian_reference,Body Part,сърце,sÅ­rtse,heart,Neuter noun,nan,nan,nan
Bulgarian_reference,Body Part,стомах,stomah,stomach,Masculine noun,nan,nan,nan
Bulgarian_reference,Body Part,гръб,grÅ­b,back,Masculine noun,nan,nan,nan
Bulgarian_reference,Body Part,гърди,gardi,chest/breasts,Plural,feminine,nan,nan
Bulgarian_reference,Body Part,пръст,prÅ­st,finger/toe,Masculine noun,nan,nan,nan
Bulgarian_reference,Body Part,кожа,kozha,skin,Feminine noun,nan,nan,nan
Bulgarian_reference,Body Part,коремче,koremche,tummy,Diminutive,neuter,nan,nan
Bulgarian_reference,Body Part,ръчичка,rÅ­chichka,little hand,Diminutive,feminine,nan,nan
Bulgarian_reference,Body Part,ножка,krache,little foot,Diminutive,neuter,nan,nan
Bulgarian_reference,Body Part,очичка,ochichka,little eye,Diminutive,feminine,nan,nan
Bulgarian_reference,Body Part,носичка,nosle,little nose,Diminutive,neuter,nan,nan
Bulgarian_reference,Body Part,устичка,ustichka,little mouth,Diminutive,feminine,nan,nan
Bulgarian_reference,Body Part,зъбче,zÅ­bche,little tooth,Diminutive,neuter,nan,nan
Bulgarian_reference,Body Part,ушичка,ushentse,little ear,Diminutive,neuter,nan,nan
Bulgarian_reference,Body Part,лице,litse,face,Neuter noun,nan,nan,nan
Bulgarian_reference,Body Part,устни,ustni,lips,Plural,feminine,nan,nan
Bulgarian_reference,Body Part,език,ezik,tongue,Masculine noun,nan,nan,nan
Bulgarian_reference,Body Part,вежда,vezhda,eyebrow,Feminine noun,nan,nan,nan
Bulgarian_reference,Body Part,мигда,migla,eyelash,Feminine noun,nan,nan,nan
Bulgarian_reference,Body Part,буза,buza,cheek,Feminine noun,nan,nan,nan
Bulgarian_reference,Body Part,брада,bradichka,chin,Feminine noun,nan,nan,nan
Bulgarian_reference,Body Part,чело,chelo,forehead,Neuter noun,nan,nan,nan
Bulgarian_reference,Body Part,мозък,mozÅ­k,brain,Masculine noun,nan,nan,nan
Bulgarian_reference,Body Part,бял дроб,byal drob,lung,Masculine noun,nan,nan,nan
Bulgarian_reference,Body Part,черен дроб,cheren drob,liver,Masculine noun,nan,nan,nan
Bulgarian_reference,Body Part,чревa,cherva,intestines,Plural,neuter,nan,nan
Bulgarian_reference,Body Part,бъбрек,bÅ­brek,kidney,Masculine noun,nan,nan,nan
Bulgarian_reference,Body Part,пикочен мехур,pikochen mehur,bladder,Masculine noun,nan,nan,nan
Bulgarian_reference,Clothing,риза,riza,shirt,-,nan,nan,nan
Bulgarian_reference,Clothing,панталони,pantaloni,pants,-,nan,nan,nan
Bulgarian_reference,Clothing,рокля,roklya,dress,-,nan,nan,nan
Bulgarian_reference,Clothing,яке,yake,jacket,-,nan,nan,nan
Bulgarian_reference,Clothing,обувки,obuvki,shoes,-,nan,nan,nan
Bulgarian_reference,Clothing,чорапи,chorapi,socks,-,nan,nan,nan
Bulgarian_reference,Clothing,палто,palto,coat,-,nan,nan,nan
Bulgarian_reference,Clothing,шапка,shapka,hat,-,nan,nan,nan
Bulgarian_reference,Clothing,ръкавици,rÅ­kavitsi,gloves,-,nan,nan,nan
Bulgarian_reference,Clothing,пола,kosa,skirt,-,nan,nan,nan
Bulgarian_reference,Clothing,пуловер,pulover,sweater,-,nan,nan,nan
Bulgarian_reference,Colors,червен,cherven,red,Masculine,nan,nan,nan
Bulgarian_reference,Colors,червен,chervena,red,Feminine,nan,nan,nan
Bulgarian_reference,Colors,червен,cherveno,red,Neuter,nan,nan,nan
Bulgarian_reference,Colors,син,sin,blue,Masculine,nan,nan,nan
Bulgarian_reference,Colors,син,sinya,blue,Feminine,nan,nan,nan
Bulgarian_reference,Colors,син,sinio,blue,Neuter,nan,nan,nan
Bulgarian_reference,Colors,зелен,zelen,green,Masculine,nan,nan,nan
Bulgarian_reference,Colors,зелен,zalena,green,Feminine,nan,nan,nan
Bulgarian_reference,Colors,зелен,zaleno,green,Neuter,nan,nan,nan
Bulgarian_reference,Colors,жълт,zhelt,yellow,Masculine,nan,nan,nan
Bulgarian_reference,Colors,жълт,zhelta,yellow,Feminine,nan,nan,nan
Bulgarian_reference,Colors,жълт,zhelto,yellow,Neuter,nan,nan,nan
Bulgarian_reference,Colors,бял,byal,white,Masculine,nan,nan,nan
Bulgarian_reference,Colors,бял,byala,white,Feminine,nan,nan,nan
Bulgarian_reference,Colors,бял,byalo,white,Neuter,nan,nan,nan
Bulgarian_reference,Colors,черен,cheren,black,Masculine,nan,nan,nan
Bulgarian_reference,Colors,черен,chernÐ°,black,Feminine,nan,nan,nan
Bulgarian_reference,Colors,черен,chernÐ¾,black,Neuter,nan,nan,nan
Bulgarian_reference,Culture,Мартеница,martenitsa,Martenitsa (red and white thread bracelet),A traditional adornment exchanged on March 1st for health and luck; worn until spring blossoms appear.,nan,nan,nan
Bulgarian_reference,Culture,Кукери,kukeri,Kukeri (costumed dancers),Men in elaborate masks and costumes who perform rituals to scare away evil spirits and welcome spring.,nan,nan,nan
Bulgarian_reference,Culture,Нестинарство,nestinarstvo,Nestinarstvo (fire-dancing ritual),A UNESCOâ€‘recognized tradition where dancers walk barefoot on hot embers during religious festivals.,nan,nan,nan
Bulgarian_reference,Culture,Сурвакане,survakane,Survakane (New Yearâ€™s blessing),Children tap adults with decorated sticks (survachka) on New Yearâ€™s Day,wishing health and prosperity.,nan,nan
Bulgarian_reference,Culture,Хоро,horo,Horo (traditional circle dance),A popular Bulgarian folk dance performed in a circle or line,often at weddings and festivals.,nan,nan
Bulgarian_reference,Culture,Баница,banitsa,Banitsa (traditional pastry),A layered pastry with cheese,eggs,and filo dough; often eaten at celebrations,sometimes with fortune slips inside.
Bulgarian_reference,Culture,Кирилица,kirilitsa,Cyrillic alphabet,The Bulgarian alphabet,created in the 9th century by Saints Cyril and Methodius; a source of national pride.,nan,nan
Bulgarian_reference,Directions,Къде е...?,KÅ­de e...?,Where is...?,Phrase,nan,nan,nan
Bulgarian_reference,Directions,Извинете,ÐºÑŠÐ´Ðµ ÑÐµ Ð½Ð°Ð¼Ð¸Ñ€Ð°...?,Izvinete,kÅ­de se namira...?,Excuse me,where is...?,Polite phrase
Bulgarian_reference,Directions,Как да стигна до...?,Kak da stigna do...?,How do I get to...?,Phrase,nan,nan,nan
Bulgarian_reference,Directions,Можете ли да ми кажете къде е ...?,Mozhete li da mi kaÅ¾ete kÅ­de e...?,Can you tell me where ... is?,Polite phrase,nan,nan,nan
Bulgarian_reference,Directions,Има ли ... наблизо?,Ima li nablizo...?,Is there a ... nearby?,Phrase,nan,nan,nan
Bulgarian_reference,Directions,Колко далеч е...?,Kolko e dalech...?,How far is...?,Phrase,nan,nan,nan
Bulgarian_reference,Directions,Завийте наляво,Zaviyte nalyavo,Turn left,Imperative verb,nan,nan,nan
Bulgarian_reference,Directions,Завийте надясно,Zaviyte nadyasno,Turn right,Imperative verb,nan,nan,nan
Bulgarian_reference,Directions,Вървете право,VÅ­rvete napravo,Go straight ahead,Imperative verb,nan,nan,nan
Bulgarian_reference,Directions,Спри тук (Stop here),Ð¼Ð¾Ð»Ñ,Spri tuk,molya,Stop here,please,Imperative + polite
Bulgarian_reference,Directions,Наблизо е,Tova e blizo,Itâ€™s nearby,Phrase,nan,nan,nan
Bulgarian_reference,Directions,Далеч е,Tova e dalech,Itâ€™s far,Phrase,nan,nan,nan
Bulgarian_reference,Directions,Търся автогарата,TÅ­rsya avtogarata,Iâ€™m looking for the bus station,Phrase,nan,nan,nan
Bulgarian_reference,Directions,Търся аптека,TÅ­rsya aptekata,Iâ€™m looking for the pharmacy,Phrase,nan,nan,nan
Bulgarian_reference,Directions,Търся хотел,TÅ­rsya hotel,Iâ€™m looking for a hotel,Phrase,nan,nan,nan
Bulgarian_reference,Education,училище,uchilishte,school,Neuter noun,nan,nan,nan
Bulgarian_reference,Education,клас,klas,class/grade,Masculine noun,nan,nan,nan
Bulgarian_reference,Education,ученик,uchenik,student (male),Masculine noun,nan,nan,nan
Bulgarian_reference,Education,ученичка,uchenichka,student (female),Feminine noun,nan,nan,nan
Bulgarian_reference,Education,учител,uchitel,teacher (male),Masculine noun,nan,nan,nan
Bulgarian_reference,Education,учителка,uchitelka,teacher (female),Feminine noun,nan,nan,nan
Bulgarian_reference,Education,учебник,uchebnik,textbook,Masculine noun,nan,nan,nan
Bulgarian_reference,Education,тетрадка,tetradka,notebook,Feminine noun,nan,nan,nan
Bulgarian_reference,Education,писане,pisane,writing,Neuter noun,nan,nan,nan
Bulgarian_reference,Education,четене,chetene,reading,Neuter noun,nan,nan,nan
Bulgarian_reference,Education,учене,uchene,learning,Neuter noun,nan,nan,nan
Bulgarian_reference,Education,знание,znanie,knowledge,Neuter noun,nan,nan,nan
Bulgarian_reference,Education,въпрос,vÅ­pros,question,Masculine noun,nan,nan,nan
Bulgarian_reference,Education,отговор,otgovor,answer,Masculine noun,nan,nan,nan
Bulgarian_reference,Education,домашна работа,domashna rabota,homework,Feminine noun phrase,nan,nan,nan
Bulgarian_reference,Education,изпит,izpit,exam/test,Masculine noun,nan,nan,nan
Bulgarian_reference,Education,оценка,otsenka,grade/mark,Feminine noun,nan,nan,nan
Bulgarian_reference,Education,училищна чанта,uchilishna chanta,school bag,Feminine noun phrase,nan,nan,nan
Bulgarian_reference,Education,дъска,dÅ­ska,board (chalk/white),Feminine noun,nan,nan,nan
Bulgarian_reference,Education,молив,moliv,pencil,Masculine noun,nan,nan,nan
Bulgarian_reference,Education,химикал,himikalka,pen,Feminine noun,nan,nan,nan
Bulgarian_reference,Education,гума,guma,eraser,Feminine noun,nan,nan,nan
Bulgarian_reference,Education,ученически,uchenicheski,student (adjective),Masculine form,nan,nan,nan
Bulgarian_reference,Education,образователен,obrazovatelen,educational,Masculine adjective,nan,nan,nan
Bulgarian_reference,Family,баща,bashta,father,-,nan,nan,nan
Bulgarian_reference,Family,майка,mayka,mother,-,nan,nan,nan
Bulgarian_reference,Family,син,sin,son,-,nan,nan,nan
Bulgarian_reference,Family,дъщеря,dÅ­shtetya,daughter,-,nan,nan,nan
Bulgarian_reference,Family,брат,brat,brother,-,nan,nan,nan
Bulgarian_reference,Family,сестра,sestra,sister,-,nan,nan,nan
Bulgarian_reference,Family,дядо,dyado,grandfather,-,nan,nan,nan
Bulgarian_reference,Family,баба,baba,grandmother,-,nan,nan,nan
Bulgarian_reference,Family,чичо/вуйчо,chicho,uncle,-,nan,nan,nan
Bulgarian_reference,Family,леля/вуйна,lelya,aunt,-,nan,nan,nan
Bulgarian_reference,Family,племенник,plemennik,nephew,-,nan,nan,nan
Bulgarian_reference,Family,племенница,plemennica,niece,-,nan,nan,nan
Bulgarian_reference,Family,съпруг,sÅ­prug,husband,-,nan,nan,nan
Bulgarian_reference,Family,съпруга,sÅ­pruga,wife,-,nan,nan,nan
Bulgarian_reference,Feelings,щастлив,shtastliv,happy,-,nan,nan,nan
Bulgarian_reference,Feelings,тъжен,tÅ­zhen,sad,-,nan,nan,nan
Bulgarian_reference,Feelings,ядосан,yarostÐµÐ½,angry,-,nan,nan,nan
Bulgarian_reference,Feelings,изплашен,izplashen,scared,-,nan,nan,nan
Bulgarian_reference,Feelings,изненадан,iznenadan,surprised,-,nan,nan,nan
Bulgarian_reference,Feelings,уморен,umoren,tired,-,nan,nan,nan
Bulgarian_reference,Feelings,енергичен,energichen,energetic,-,nan,nan,nan
Bulgarian_reference,Feelings,спокоен,spokoen,calm,-,nan,nan,nan
Bulgarian_reference,Feelings,нервозен,nervozen,nervous,-,nan,nan,nan
Bulgarian_reference,Feelings,развълнуван,vÅ­lnuvan,excited,-,nan,nan,nan
Bulgarian_reference,Feelings,разочарован,razocharovan,disappointed,-,nan,nan,nan
Bulgarian_reference,Feelings,горд,gord,proud,-,nan,nan,nan
Bulgarian_reference,Feelings,объркан,smuten,confused,-,nan,nan,nan
Bulgarian_reference,Feelings,облекчен,oblekchen,relieved,-,nan,nan,nan
Bulgarian_reference,Feelings,любопитен,lyubopiten,curious,-,nan,nan,nan
Bulgarian_reference,Feminine,жена,zhena,woman,-,nan,nan,nan
Bulgarian_reference,Feminine,дъщеря,dÅ­shtetya,daughter,-,nan,nan,nan
Bulgarian_reference,Feminine,майка,mayka,mother,-,nan,nan,nan
Bulgarian_reference,Feminine,сестра,sestra,sister,-,nan,nan,nan
Bulgarian_reference,Feminine,приятелка,priyatelka,female friend,-,nan,nan,nan
Bulgarian_reference,Feminine,работа,rabota,work/job,-,nan,nan,nan
Bulgarian_reference,Feminine,вода,voda,water,-,nan,nan,nan
Bulgarian_reference,Feminine,кучка,kuchka,dog (female),-,nan,nan,nan
Bulgarian_reference,Food,ябълка,yabÅ­lka,apple,-,nan,nan,nan
Bulgarian_reference,Food,банан,banan,banana,-,nan,nan,nan
Bulgarian_reference,Food,портокал,portokal,orange,-,nan,nan,nan
Bulgarian_reference,Food,домат,domat,tomato,-,nan,nan,nan
Bulgarian_reference,Food,краставица,krastavica,cucumber,-,nan,nan,nan
Bulgarian_reference,Food,бяло сирене,sirene,white cheese,-,nan,nan,nan
Bulgarian_reference,Food,месо,meso,meat,-,nan,nan,nan
Bulgarian_reference,Food,риба,riba,fish,-,nan,nan,nan
Bulgarian_reference,Food,пиле,pile,chicken,-,nan,nan,nan
Bulgarian_reference,Food,ориз,oriz,rice,-,nan,nan,nan
Bulgarian_reference,Food,картофи,kartofi,potatoes,-,nan,nan,nan
Bulgarian_reference,Food,хляб,hlyab,bread,-,nan,nan,nan
Bulgarian_reference,Food,вода,voda,water,-,nan,nan,nan
Bulgarian_reference,Food,мляко,mlyako,milk,-,nan,nan,nan
Bulgarian_reference,Food,вино,vino,wine,-,nan,nan,nan
Bulgarian_reference,Food,бира,bira,beer,-,nan,nan,nan
Bulgarian_reference,Health,здраве,zdrave,health,-,nan,nan,nan
Bulgarian_reference,Health,болест,bolest,illness,-,nan,nan,nan
Bulgarian_reference,Health,болка,bolka,pain,-,nan,nan,nan
Bulgarian_reference,Health,лекар,lekar,doctor,-,nan,nan,nan
Bulgarian_reference,Health,болница,bolnitsa,hospital,-,nan,nan,nan
